id,fnid,parent_id,admin_0,admin_1,admin_2,admin_3, area_google_mean, area_google_sd, area_google_sum
222796,ET2023A3010101,222695,Ethiopia,Tigray,Northwest Tigray,Tahtay Adiyabo,33.81432028477095,38.762713901480794,1638641.9610000001
222797,ET2023A3010103,222695,Ethiopia,Tigray,Northwest Tigray,Zana,38.03912551224387,35.76320031235037,761162.9014999999
222798,ET2023A3010104,222695,Ethiopia,Tigray,Northwest Tigray,Tahtay Koraro,39.89275770734067,65.5571757491482,2143358.0860999995
222799,ET2023A3010105,222695,Ethiopia,Tigray,Northwest Tigray,Asgede,33.58215520755486,32.492451608473495,1482887.2275
222800,ET2023A3010106,222695,Ethiopia,Tigray,Northwest Tigray,Tselemti,35.51751535192344,36.37839816786783,1295359.3024
222801,ET2023A3010107,222695,Ethiopia,Tigray,Northwest Tigray,Sheraro town,71.6060104190785,96.46746488221206,618532.7180000001
222802,ET2023A3010108,222695,Ethiopia,Tigray,Northwest Tigray,Shire Endaslasie town,83.14890815015087,130.0365589764378,2122043.2849000003
222803,ET2023A3010109,222695,Ethiopia,Tigray,Northwest Tigray,Selekleka,36.580470924391506,43.87372287616395,1412737.7871
222804,ET2023A3010110,222695,Ethiopia,Tigray,Northwest Tigray,Seyemti Adyabo,44.636412711548495,40.05649041400946,598708.2037
222805,ET2023A3010111,222695,Ethiopia,Tigray,Northwest Tigray,Adi Daero,42.074181083346765,52.17436979619965,1304930.7263
222806,ET2023A3010112,222695,Ethiopia,Tigray,Northwest Tigray,Adi Hageray,38.45568124429571,48.3977882512969,758422.9455
222807,ET2023A3010113,222695,Ethiopia,Tigray,Northwest Tigray,Tsimbla,37.54527474963784,37.66307386464758,1192212.6543999999
222808,ET2023A3010114,222695,Ethiopia,Tigray,Northwest Tigray,Endabaguna town,62.19458614362087,69.25751930441379,430448.7307
222809,ET2023A3010115,222695,Ethiopia,Tigray,Northwest Tigray,Dima (TG),27.980812709251833,26.947051840238803,844097.177
222810,ET2023A3010116,222695,Ethiopia,Tigray,Northwest Tigray,May Tsebri town,61.50934771433817,69.05922640452565,335041.417
222811,ET2023A3010201,222696,Ethiopia,Tigray,Central Tigray,Chila,27.461208726455357,26.77941627031306,965151.6419
222812,ET2023A3010202,222696,Ethiopia,Tigray,Central Tigray,Aheferom,41.654194205599985,47.101632129469806,2078252.7115
222813,ET2023A3010203,222696,Ethiopia,Tigray,Central Tigray,Endaba Tsahma,35.51218180493705,43.07026063695079,1291862.1497
222814,ET2023A3010204,222696,Ethiopia,Tigray,Central Tigray,Adwa,38.274384067347874,41.276823584387444,2573301.664
222815,ET2023A3010205,222696,Ethiopia,Tigray,Central Tigray,Laelay Maychew,40.7102144083522,66.26733449474142,1996469.6248
222816,ET2023A3010206,222696,Ethiopia,Tigray,Central Tigray,Tahtay Mayechew,38.57780863508296,37.85592206611707,1478764.5606
222817,ET2023A3010207,222696,Ethiopia,Tigray,Central Tigray,Adet,37.70605329013517,45.971965381364136,1350027.5319999997
222818,ET2023A3010208,222696,Ethiopia,Tigray,Central Tigray,Kola Temben,30.41024170014254,34.54661491115282,938703.3407999999
222819,ET2023A3010209,222696,Ethiopia,Tigray,Central Tigray,Naeder,32.06650412501983,33.394189298815384,1010575.8775
222820,ET2023A3010210,222696,Ethiopia,Tigray,Central Tigray,Abergele (TG),33.66111566369382,43.30907058606327,1555008.8991999999
222821,ET2023A3010211,222696,Ethiopia,Tigray,Central Tigray,Abi Adi town,70.9089388514357,78.76014804402607,567980.6002
222822,ET2023A3010212,222696,Ethiopia,Tigray,Central Tigray,Adwa town,70.094488194748,194.4633932688681,2084680.1734
222823,ET2023A3010213,222696,Ethiopia,Tigray,Central Tigray,Axum town,77.67340234928922,134.69450592194914,2201963.2832
222824,ET2023A3010214,222696,Ethiopia,Tigray,Central Tigray,Rama,34.09277790148554,39.02574777663111,1090116.5734
222825,ET2023A3010215,222696,Ethiopia,Tigray,Central Tigray,Ahsea,33.19058597287142,32.0093642760752,724284.9671
222826,ET2023A3010216,222696,Ethiopia,Tigray,Central Tigray,Egela,38.13992237705236,43.010702442694765,982598.8202
222827,ET2023A3010217,222696,Ethiopia,Tigray,Central Tigray,Hahayle,41.86876909761304,40.12057551694634,1078748.8358
222828,ET2023A3010218,222696,Ethiopia,Tigray,Central Tigray,Endafelasi,29.869762524515814,29.296570187948124,974710.0907000001
222829,ET2023A3010219,222696,Ethiopia,Tigray,Central Tigray,Emba Sieneti,35.866808123439284,33.59019518056423,1163411.6551
222830,ET2023A3010220,222696,Ethiopia,Tigray,Central Tigray,Enticho town,57.24993930863478,63.40943358525409,392505.5839
222831,ET2023A3010221,222696,Ethiopia,Tigray,Central Tigray,Keyhe tekli,32.052373341213304,29.12534365028111,1003335.4427
222832,ET2023A3010222,222696,Ethiopia,Tigray,Central Tigray,Tanqua Melashe,33.850195811518326,29.81936236221388,769381.1006
222833,ET2023A3010301,222697,Ethiopia,Tigray,East Tigray,Gulo Mekeda,49.88006149419535,46.60136843414955,1993606.2977999998
222834,ET2023A3010302,222697,Ethiopia,Tigray,East Tigray,Erob,59.59737799963586,61.278450332980164,981985.9973
222835,ET2023A3010303,222697,Ethiopia,Tigray,East Tigray,Saesie,54.98299307858012,82.54248077315087,1761160.2513
222836,ET2023A3010304,222697,Ethiopia,Tigray,East Tigray,Ganta Afeshum,51.17244210805587,58.191297885447675,2700318.5976
222837,ET2023A3010305,222697,Ethiopia,Tigray,East Tigray,Hawzen,41.62907065550747,40.34110635440088,2904793.2922
222838,ET2023A3010306,222697,Ethiopia,Tigray,East Tigray,Kelete Awelallo,37.39198837774255,45.62929569268214,1462251.0975000001
222839,ET2023A3010307,222697,Ethiopia,Tigray,East Tigray,Atsbi,57.695515414387444,57.002177431116145,2236047.3954
222840,ET2023A3010308,222697,Ethiopia,Tigray,East Tigray,Adigrat town,75.34893602044586,147.34193183675205,2447032.0461999997
222841,ET2023A3010309,222697,Ethiopia,Tigray,East Tigray,Wukro town,74.7158136880036,149.05562794673375,1492896.6733000001
222842,ET2023A3010310,222697,Ethiopia,Tigray,East Tigray,Bizet,41.67963799534952,42.25622015703805,842470.5227999999
222843,ET2023A3010311,222697,Ethiopia,Tigray,East Tigray,Edaga Hamus town,82.69445211471013,118.1859802552442,400820.0094
222844,ET2023A3010312,222697,Ethiopia,Tigray,East Tigray,Hawzen town,64.3531675687015,84.03750066131111,306771.54980000004
222845,ET2023A3010313,222697,Ethiopia,Tigray,East Tigray,Freweyni town,63.47440152768937,70.73580379220154,299154.8544
222846,ET2023A3010314,222697,Ethiopia,Tigray,East Tigray,Tsaeda Emba,48.68627098729371,44.29142392324644,2000129.3847000003
222847,ET2023A3010315,222697,Ethiopia,Tigray,East Tigray,Atsbi town,64.41662007255138,77.35514462230701,159817.63439999998
222848,ET2023A3010316,222697,Ethiopia,Tigray,East Tigray,Agulae,39.01419081999864,45.15459167428107,1723763.9929999998
222849,ET2023A3010317,222697,Ethiopia,Tigray,East Tigray,Geraleta,35.70227532461287,31.58690719952729,742393.1131
222850,ET2023A3010318,222697,Ethiopia,Tigray,East Tigray,Zala Anbesa town,80.28716357230392,122.80563720078291,262057.30190000002
222851,ET2023A3010401,222698,Ethiopia,Tigray,South Tigray,Selewa,30.418806886566788,28.185117212226896,483233.1662
222852,ET2023A3010402,222698,Ethiopia,Tigray,South Tigray,Bora (TG),35.516446283114405,34.298959670019606,483982.6135
222853,ET2023A3010403,222698,Ethiopia,Tigray,South Tigray,Neqsege,34.30727543305743,28.23618086110778,402046.9608
222854,ET2023A3010404,222698,Ethiopia,Tigray,South Tigray,Emba Alaje,42.50665934389141,36.820331817894626,939397.1715
222855,ET2023A3010405,222698,Ethiopia,Tigray,South Tigray,Endamehoni,37.988897683931235,30.520027816762013,687257.1479999999
222856,ET2023A3010406,222698,Ethiopia,Tigray,South Tigray,Raya Azebo,43.007356769621325,134.65636575216553,1626366.2036
222857,ET2023A3010407,222698,Ethiopia,Tigray,South Tigray,Raya Alamata,32.39212024507842,33.972215909933155,1860959.7002
222858,ET2023A3010408,222698,Ethiopia,Tigray,South Tigray,Ofla,36.213029307228915,28.642618491305285,1322499.8303
222859,ET2023A3010409,222698,Ethiopia,Tigray,South Tigray,Maichew town,73.61338579863269,153.2380011876472,710663.6265
222860,ET2023A3010410,222698,Ethiopia,Tigray,South Tigray,Korem town,65.1334454707349,104.19723988728539,548619.0112000001
222861,ET2023A3010411,222698,Ethiopia,Tigray,South Tigray,Alamata town,61.29353317325071,79.74054852307768,1186949.2699
222862,ET2023A3010412,222698,Ethiopia,Tigray,South Tigray,Mekhoni town,69.07376989533144,81.69862485779007,415755.02099999995
222863,ET2023A3010413,222698,Ethiopia,Tigray,South Tigray,Zata,31.897055447154475,27.887092107455135,372717.09290000005
222864,ET2023A3010414,222698,Ethiopia,Tigray,South Tigray,Chercher,33.44951197017268,69.58054818610566,1022752.2779999999
222865,ET2023A3010501,222699,Ethiopia,Tigray,West Tigray,Kafta Humera,40.9702128912538,117.69190813263401,1832515.6822000002
222866,ET2023A3010502,222699,Ethiopia,Tigray,West Tigray,Welkait,36.759036316993864,45.841758508279355,1526051.3927000002
222867,ET2023A3010503,222699,Ethiopia,Tigray,West Tigray,Tsegede (TG),56.69185489290874,51.64916003845833,1805182.0435
222868,ET2023A3010504,222699,Ethiopia,Tigray,West Tigray,Setit Humera town,73.07401086233367,145.3519294753671,1142292.9378
222869,ET2023A3010505,222699,Ethiopia,Tigray,West Tigray,May Kadra,52.08958018695191,104.30548500757166,540533.5736
222870,ET2023A3010506,222699,Ethiopia,Tigray,West Tigray,Dansha town,47.76916719838935,68.16288547710364,616891.0252
222871,ET2023A3010507,222699,Ethiopia,Tigray,West Tigray,Awra (TG),38.522962997374265,37.875366614159965,381454.3796
222872,ET2023A3010508,222699,Ethiopia,Tigray,West Tigray,Korarit,65.6774094624016,93.96423740896742,392159.8119
222873,ET2023A3010509,222699,Ethiopia,Tigray,West Tigray,May Gaba,110.80135231481482,141.52960649207446,167531.6447
222874,ET2023A3010601,222700,Ethiopia,Tigray,Southeast Tigray,Saharti,28.48805021816739,26.449094994779013,1220912.3682
222875,ET2023A3010602,222700,Ethiopia,Tigray,Southeast Tigray,Enderta,33.3476005591378,167.4957727747127,3620215.5167
222876,ET2023A3010603,222700,Ethiopia,Tigray,Southeast Tigray,Hintalo,31.831761169859426,31.96543894486718,1772997.2654000001
222877,ET2023A3010604,222700,Ethiopia,Tigray,Southeast Tigray,Degua Temben,37.31575784699123,33.14107232549121,1234032.112
222878,ET2023A3010605,222700,Ethiopia,Tigray,Southeast Tigray,Hagere Selam town,62.20192073857709,80.10285530157017,298133.8061
222879,ET2023A3010606,222700,Ethiopia,Tigray,Southeast Tigray,Samre,26.19409939955647,27.77631579247386,1252025.5631000001
222880,ET2023A3010607,222700,Ethiopia,Tigray,Southeast Tigray,Adigudom,63.342984016628435,116.54504247603278,441880.6565
222881,ET2023A3010608,222700,Ethiopia,Tigray,Southeast Tigray,Wajirat,32.043362493921215,36.24581009159795,790702.0129
222882,ET2023A3010701,222701,Ethiopia,Tigray,Mekele,Adihaki Sub City,70.47154938923022,78.98696825047828,974973.8858
222883,ET2023A3010702,222701,Ethiopia,Tigray,Mekele,Ayder Sub City,85.37500021477791,294.5101793389601,2862026.1322
222884,ET2023A3010703,222701,Ethiopia,Tigray,Mekele,Hadnet Sub City,74.30126582928025,139.9136967578317,3330331.3369999994
222885,ET2023A3010704,222701,Ethiopia,Tigray,Mekele,Hawelti Sub City,74.38621984569986,122.74537356666139,2092261.2056
222886,ET2023A3010705,222701,Ethiopia,Tigray,Mekele,Kuiha Sub City,50.3084653369926,279.6812339234453,1576466.0698
222887,ET2023A3010706,222701,Ethiopia,Tigray,Mekele,Qedamay Weyane Sub City,77.58021956238603,145.66701109580984,893491.3887
222888,ET2023A3010707,222701,Ethiopia,Tigray,Mekele,Semen Sub City,77.8376235265728,183.61171295796524,2741752.4511
222889,ET2023A3020101,222702,Ethiopia,Afar,Awusi,Dubti,79.26411350373765,137.78228237119384,657416.5574
222890,ET2023A3020102,222702,Ethiopia,Afar,Awusi,Elidar,54.361260424736216,89.03884827403976,407002.75680000003
222891,ET2023A3020103,222702,Ethiopia,Afar,Awusi,Asayita,35.53039378643041,53.81585155218847,304779.71790000005
222892,ET2023A3020104,222702,Ethiopia,Afar,Awusi,Afambo,33.09155421071819,39.49028162656108,90770.13320000001
222893,ET2023A3020105,222702,Ethiopia,Afar,Awusi,Mile,63.55418065302144,85.68863543895274,130413.17869999999
222894,ET2023A3020106,222702,Ethiopia,Afar,Awusi,Chifra,26.758646325167042,44.16650152012485,60073.16100000001
222895,ET2023A3020107,222702,Ethiopia,Afar,Awusi,Dubti town,79.92373114586003,89.5369004779026,311782.4752
222896,ET2023A3020108,222702,Ethiopia,Afar,Awusi,Kori,23.56105964535196,42.34660669652298,43847.132
222897,ET2023A3020109,222702,Ethiopia,Afar,Awusi,Adar,39.923824425359946,48.756349168135266,158058.42090000003
222898,ET2023A3020111,222702,Ethiopia,Afar,Awusi,Asayita town,68.51939771375248,73.37472486795454,587416.7966
222899,ET2023A3020112,222702,Ethiopia,Afar,Awusi,Chifra town,63.09554649766511,56.573915863202224,189160.4484
222900,ET2023A3020113,222702,Ethiopia,Afar,Awusi,Mile town,68.02713349347975,64.9725815002905,99115.5335
222901,ET2023A3020198,222702,Ethiopia,Afar,Awusi,Samera Logiya town,75.09323958975129,96.19138301000923,999415.9256999999
222902,ET2023A3020201,222703,Ethiopia,Afar,Kilbati,Erebti,20.2495914780555,27.907691333442763,102888.1743
222903,ET2023A3020202,222703,Ethiopia,Afar,Kilbati,Kunneba,36.438841064311106,28.371232834307428,338261.76159999997
222904,ET2023A3020203,222703,Ethiopia,Afar,Kilbati,Abaala,26.138261132660972,30.77778793941025,33692.21859999999
222905,ET2023A3020204,222703,Ethiopia,Afar,Kilbati,Megale,19.393461743515854,17.490857620183075,53836.249800000005
222906,ET2023A3020205,222703,Ethiopia,Afar,Kilbati,Berahile,31.994943925960495,33.26437190606836,411390.98900000006
222907,ET2023A3020206,222703,Ethiopia,Afar,Kilbati,Dalol,33.68626066579877,33.37419825149845,362262.0472
222908,ET2023A3020207,222703,Ethiopia,Afar,Kilbati,Afdera,41.606703702985655,168.31503573229563,214607.3777
222909,ET2023A3020208,222703,Ethiopia,Afar,Kilbati,Bidu,21.705735495626822,27.597204866437956,59560.5382
222910,ET2023A3020209,222703,Ethiopia,Afar,Kilbati,Abaala town,43.4054800633501,63.20570870802824,465914.42299999995
222911,ET2023A3020210,222703,Ethiopia,Afar,Kilbati,Wasama,25.922933317422434,27.48958195986475,54308.5453
222912,ET2023A3020301,222704,Ethiopia,Afar,Gabi,Amibara,70.87691156765875,131.95286949410422,588207.4891
222913,ET2023A3020302,222704,Ethiopia,Afar,Gabi,Awash,55.07634907692308,77.6995174446361,214797.76140000002
222914,ET2023A3020303,222704,Ethiopia,Afar,Gabi,Gewane,55.28735442748092,69.61469027125698,217279.3029
222915,ET2023A3020304,222704,Ethiopia,Afar,Gabi,Dulecha,28.280287929165162,34.07840393119785,78251.5567
222916,ET2023A3020305,222704,Ethiopia,Afar,Gabi,Gelalu,33.23182512776832,39.70945604687026,39014.1627
222917,ET2023A3020306,222704,Ethiopia,Afar,Gabi,Arguba,41.84554534650821,30.54549785673792,313381.2891
222918,ET2023A3020307,222704,Ethiopia,Afar,Gabi,Hanruka,43.55949351113555,52.683310123434964,158425.8779
222919,ET2023A3020308,222704,Ethiopia,Afar,Gabi,Abida,44.386067487684734,64.62570685408917,9010.371700000002
222920,ET2023A3020309,222704,Ethiopia,Afar,Gabi,Borimodaytu,34.67752161849711,36.20787550134895,89988.1686
222921,ET2023A3020310,222704,Ethiopia,Afar,Gabi,Werer,78.18932161458333,111.65229648859531,210172.8965
222922,ET2023A3020396,222704,Ethiopia,Afar,Gabi,Awash town,56.75899766194471,88.2430851306283,825389.344
222923,ET2023A3020401,222705,Ethiopia,Afar,Fanti,Awra (AF),32.418254708764294,44.292400326638976,59552.333900000005
222924,ET2023A3020402,222705,Ethiopia,Afar,Fanti,Euwa,34.74272241231823,48.35304079735244,81228.48500000002
222925,ET2023A3020403,222705,Ethiopia,Afar,Fanti,Teru,29.289086301369863,42.89062945804278,64143.099
222926,ET2023A3020404,222705,Ethiopia,Afar,Fanti,Yalo,26.582872352007257,35.08666013328001,117203.8842
222927,ET2023A3020405,222705,Ethiopia,Afar,Fanti,Gulina,37.61685104519774,49.92769511202397,133163.6527
222928,ET2023A3020406,222705,Ethiopia,Afar,Fanti,Mabay,15.334649704142011,12.562066229359857,7774.667399999999
222929,ET2023A3020501,222706,Ethiopia,Afar,Khari,Telalek,27.45238301886792,38.9886271482487,80023.69649999999
222930,ET2023A3020502,222706,Ethiopia,Afar,Khari,Samurobi,45.32448512720157,64.63465842669775,254768.9309
222931,ET2023A3020503,222706,Ethiopia,Afar,Khari,Dawe,43.00545113122172,53.7578358141757,57025.2282
222932,ET2023A3020504,222706,Ethiopia,Afar,Khari,Dalefage,40.637352616516765,59.625598693085365,99398.9645
222933,ET2023A3020505,222706,Ethiopia,Afar,Khari,Hadelela,16.42686668211307,25.147638438807473,35449.1783
222934,ET2023A3020610,222707,Ethiopia,Afar,Mahi,Gerani,109.36604523809524,290.3736792435818,137801.217
222935,ET2023A3020611,222707,Ethiopia,Afar,Mahi,Kilalu,27.41221666666667,27.971957385423593,20394.6892
222936,ET2023A3020612,222707,Ethiopia,Afar,Mahi,Sibaybi,34.37694507772021,34.94350796893413,26539.001600000003
222937,ET2023A3020613,222707,Ethiopia,Afar,Mahi,Yangudi,13.17279171270718,11.55037096647271,4768.5506
222938,ET2023A3030101,222708,Ethiopia,Amhara,North Gondar,Addi Arekay,50.925593107535214,50.23710470635122,1117154.736
222939,ET2023A3030102,222708,Ethiopia,Amhara,North Gondar,Beyeda,45.21133050501978,35.051501316763975,1486096.4337000002
222940,ET2023A3030103,222708,Ethiopia,Amhara,North Gondar,Janamora,51.395194217793005,40.10655663845608,2475449.5295
222941,ET2023A3030104,222708,Ethiopia,Amhara,North Gondar,Debark,55.804947810570994,48.65307146662446,1735757.0967
222942,ET2023A3030105,222708,Ethiopia,Amhara,North Gondar,Dabat,65.78011893611414,39.78744826086405,1747317.2992999998
222943,ET2023A3030106,222708,Ethiopia,Amhara,North Gondar,Dabat town,68.19155394000288,61.228618278200535,475090.5563
222944,ET2023A3030119,222708,Ethiopia,Amhara,North Gondar,Telemt,35.01457538114667,32.9785118569698,652251.5102000001
222945,ET2023A3030198,222708,Ethiopia,Amhara,North Gondar,Debark town,65.6828891343716,60.212343668381045,906752.2845000001
222946,ET2023A3030201,222709,Ethiopia,Amhara,South Gondar,Ebenat,42.787492326777986,32.918679478998925,2103903.7852000003
222947,ET2023A3030202,222709,Ethiopia,Amhara,South Gondar,Libokemekem,51.38370399103378,45.72188795517134,3874022.9787000003
222948,ET2023A3030203,222709,Ethiopia,Amhara,South Gondar,Fogera,60.87396894360952,49.34302309835085,5557306.3728
222949,ET2023A3030204,222709,Ethiopia,Amhara,South Gondar,Farta,52.99900271561181,40.15692199713974,3140190.9108999996
222950,ET2023A3030205,222709,Ethiopia,Amhara,South Gondar,Lay Gayint,53.319890773939655,33.14128373681948,2926622.1648
222951,ET2023A3030206,222709,Ethiopia,Amhara,South Gondar,Tach Gayint,51.689265110077336,37.267247402499514,1744461.0082
222952,ET2023A3030207,222709,Ethiopia,Amhara,South Gondar,Semada,50.419890191241485,36.64830451115949,2064341.5641
222953,ET2023A3030208,222709,Ethiopia,Amhara,South Gondar,East Esite,58.206037236193204,49.3179831624667,4520339.0578000005
222954,ET2023A3030209,222709,Ethiopia,Amhara,South Gondar,Dera (AM),59.796531464315926,48.817698088386415,6715449.4661
222955,ET2023A3030210,222709,Ethiopia,Amhara,South Gondar,Debre Tabor town,74.28314629288857,87.94943254719568,3189049.7534999996
222956,ET2023A3030211,222709,Ethiopia,Amhara,South Gondar,Andabet/West Esite,52.39697300845813,48.14372890196048,3376198.9557999996
222957,ET2023A3030212,222709,Ethiopia,Amhara,South Gondar,Guna Begemider,63.14786912786575,43.45681195868895,1335893.1713999999
222958,ET2023A3030213,222709,Ethiopia,Amhara,South Gondar,Mena Meketewa,48.39005693265862,36.12504481270365,621570.2812999999
222959,ET2023A3030214,222709,Ethiopia,Amhara,South Gondar,Sede Muja,45.42386741710625,37.78880689270938,964439.553
222960,ET2023A3030215,222709,Ethiopia,Amhara,South Gondar,Nefas Mewicha town,83.25668709421112,107.74981857402781,733491.4132999999
222961,ET2023A3030216,222709,Ethiopia,Amhara,South Gondar,Hamusit town,69.27106695485111,73.21547543770916,360555.9035
222962,ET2023A3030217,222709,Ethiopia,Amhara,South Gondar,Wegeda town,71.87768857226791,58.912613656128805,489343.3038
222963,ET2023A3030218,222709,Ethiopia,Amhara,South Gondar,Ebenat town,60.00867310675505,67.06131341611368,425521.50100000005
222964,ET2023A3030293,222709,Ethiopia,Amhara,South Gondar,Woreta town,93.15432045180205,119.9996639254827,1080403.8086
222965,ET2023A3030298,222709,Ethiopia,Amhara,South Gondar,Mekan Eyesuse,82.36305095131503,90.64338118893328,294365.54409999994
222966,ET2023A3030299,222709,Ethiopia,Amhara,South Gondar,Adisezemen town,68.12925095370886,65.27772193484076,610778.7348
222967,ET2023A3030301,222710,Ethiopia,Amhara,North Wollo,Bugna,36.492199516277886,33.97527680213874,1146694.3854
222968,ET2023A3030302,222710,Ethiopia,Amhara,North Wollo,Raya Kobo,40.31085069980333,30.91239217281297,3505149.4008999993
222969,ET2023A3030303,222710,Ethiopia,Amhara,North Wollo,Gidan,49.71212791107497,31.220351000623946,2567084.5732000005
222970,ET2023A3030304,222710,Ethiopia,Amhara,North Wollo,Meket,45.99770243592497,31.88505818977307,2569983.6305
222971,ET2023A3030305,222710,Ethiopia,Amhara,North Wollo,Wadla,47.16560986934353,32.01831054776105,2960113.6753999996
222972,ET2023A3030307,222710,Ethiopia,Amhara,North Wollo,Guba Lafto,50.897629947720624,32.18767282921236,2433924.6641
222973,ET2023A3030308,222710,Ethiopia,Amhara,North Wollo,Habru,49.420180476746424,35.12352170118457,4359996.5822
222974,ET2023A3030309,222710,Ethiopia,Amhara,North Wollo,Woldiya town,63.37230382532665,86.07010266289018,2551242.2074
222975,ET2023A3030310,222710,Ethiopia,Amhara,North Wollo,Lasta,42.869666476688785,34.736636031546126,1376502.1209000002
222976,ET2023A3030311,222710,Ethiopia,Amhara,North Wollo,Dawunt,52.808234018663235,36.76244967323979,1392130.6652000002
222977,ET2023A3030312,222710,Ethiopia,Amhara,North Wollo,Gazo,51.890947041582706,31.373899916433146,283272.6799
222978,ET2023A3030313,222710,Ethiopia,Amhara,North Wollo,Angot,45.16827510637843,35.46288470350765,2112384.7219000002
222979,ET2023A3030314,222710,Ethiopia,Amhara,North Wollo,Gashena town,56.34625522721302,48.22782863066614,429020.38729999994
222980,ET2023A3030315,222710,Ethiopia,Amhara,North Wollo,Filakit town,63.61276764307692,49.0368491632679,516853.73709999997
222981,ET2023A3030316,222710,Ethiopia,Amhara,North Wollo,Hara town,62.30692661908078,43.80792174952883,357890.9865
222982,ET2023A3030397,222710,Ethiopia,Amhara,North Wollo,Mersa town,63.328671749731384,94.41856491388404,766213.5995
222983,ET2023A3030398,222710,Ethiopia,Amhara,North Wollo,Lalibela town,67.02507400337619,67.29752273943427,516160.0949
222984,ET2023A3030399,222710,Ethiopia,Amhara,North Wollo,Kobo town,56.00412016389658,71.6623039796023,970439.3942
222985,ET2023A3030401,222711,Ethiopia,Amhara,South Wollo,Argoba,45.04108700689029,33.44706054291658,594857.6361
222986,ET2023A3030402,222711,Ethiopia,Amhara,South Wollo,Tenta,57.32272407849679,37.058789437010304,4536348.4154
222987,ET2023A3030403,222711,Ethiopia,Amhara,South Wollo,Kutaber,59.85879915935673,38.47825670060054,2456605.1175
222988,ET2023A3030404,222711,Ethiopia,Amhara,South Wollo,Ambasel,58.08862912220186,37.78047614784586,3233329.2742
222989,ET2023A3030405,222711,Ethiopia,Amhara,South Wollo,Thehulederie,60.9256487895524,42.16506131054208,4114735.5423000003
222990,ET2023A3030406,222711,Ethiopia,Amhara,South Wollo,Delanta,44.89249332271247,27.090264147045694,2592451.7043999997
222991,ET2023A3030407,222711,Ethiopia,Amhara,South Wollo,Kalu,56.41756345770918,40.783032452844274,4334956.3234
222992,ET2023A3030408,222711,Ethiopia,Amhara,South Wollo,Albuko,52.13095099017727,35.75585164635055,2308619.1646000003
222993,ET2023A3030409,222711,Ethiopia,Amhara,South Wollo,Dessie Zuria,57.56311446243985,36.67294599351204,3792315.5438999995
222994,ET2023A3030410,222711,Ethiopia,Amhara,South Wollo,Legambo,66.1166737071627,39.67687995401103,5139645.7473
222995,ET2023A3030411,222711,Ethiopia,Amhara,South Wollo,Sayint,57.387469343672116,35.072573525136804,3522844.5806
222996,ET2023A3030412,222711,Ethiopia,Amhara,South Wollo,Borena /Debresina,66.68075788440535,45.60202311407604,4517888.0697
222997,ET2023A3030413,222711,Ethiopia,Amhara,South Wollo,Kelela,58.13127823675271,42.16659781944273,4055761.1513
222998,ET2023A3030414,222711,Ethiopia,Amhara,South Wollo,Jama,47.83905843756493,35.58821818552497,3453740.8239
222999,ET2023A3030415,222711,Ethiopia,Amhara,South Wollo,Were Ilu,54.151571808950735,35.89872351840688,2879780.5888
223000,ET2023A3030416,222711,Ethiopia,Amhara,South Wollo,Wegde,75.39952351649178,47.91823163609895,4016457.2182000005
223001,ET2023A3030417,222711,Ethiopia,Amhara,South Wollo,Kombolcha town,70.94678526528058,227.99748741050576,5101428.594500001
223002,ET2023A3030418,222711,Ethiopia,Amhara,South Wollo,Dessie town,63.94534577807562,73.61801854679727,7251913.774
223003,ET2023A3030419,222711,Ethiopia,Amhara,South Wollo,Mehal Sayint,61.05118223964344,37.731728633350684,1534155.1585
223004,ET2023A3030420,222711,Ethiopia,Amhara,South Wollo,Legehida,64.40383462746316,37.89783245817497,1866229.916
223005,ET2023A3030421,222711,Ethiopia,Amhara,South Wollo,Mekdela,50.3266406813302,35.961278475964384,4031566.5316999997
223006,ET2023A3030422,222711,Ethiopia,Amhara,South Wollo,Worebabu,58.933385864094845,38.649526942439145,2798687.5613
223007,ET2023A3030423,222711,Ethiopia,Amhara,South Wollo,Wereilu town,69.13527810470003,61.83017344606443,361854.0456
223008,ET2023A3030424,222711,Ethiopia,Amhara,South Wollo,Akeseta town,70.77862135857163,47.9964578029664,527229.9505
223009,ET2023A3030425,222711,Ethiopia,Amhara,South Wollo,Harbu town,66.06134560210234,59.1631997646274,427350.8447
223010,ET2023A3030426,222711,Ethiopia,Amhara,South Wollo,Wegel tena town,61.400316806173166,48.2780271913993,469466.8223
223011,ET2023A3030427,222711,Ethiopia,Amhara,South Wollo,Degolo town,71.05129963144962,52.96762361817879,462686.0632
223012,ET2023A3030428,222711,Ethiopia,Amhara,South Wollo,Kelela town,72.87132679037401,53.06772553199768,251333.20609999998
223013,ET2023A3030429,222711,Ethiopia,Amhara,South Wollo,Tulu Awila,94.0894587270015,103.99005667710455,189213.9015
223014,ET2023A3030430,222711,Ethiopia,Amhara,South Wollo,Wegde town,82.65483487614081,56.06274687146635,126792.51670000001
223015,ET2023A3030498,222711,Ethiopia,Amhara,South Wollo,Mekane Selame,79.36954568909209,49.4594045468376,243029.5489
223016,ET2023A3030499,222711,Ethiopia,Amhara,South Wollo,Hike town,64.47930107230836,57.53756125385421,444971.6567
223017,ET2023A3030501,222712,Ethiopia,Amhara,North Shewa (AM),Mida Woremo,53.40917913764511,41.81703304018661,2093372.7763
